           1           1   1.00000000000000     
           1           5  0.000000000000000E+000
           1         116  0.000000000000000E+000
           1         362  0.000000000000000E+000
           2           2   1.00000000000000     
           2          32  0.000000000000000E+000
           2          33  0.000000000000000E+000
           2         363  0.000000000000000E+000
           3           3   1.00000000000000     
           3          60  0.000000000000000E+000
           3          61  0.000000000000000E+000
           3         364  0.000000000000000E+000
           4           4   1.00000000000000     
           4          88  0.000000000000000E+000
           4          89  0.000000000000000E+000
           4         365  0.000000000000000E+000
           5           1  0.000000000000000E+000
           5           5   1.00000000000000     
           5           6  0.000000000000000E+000
           5         205  0.000000000000000E+000
           5         362  0.000000000000000E+000
           6           5  0.000000000000000E+000
           6           6   1.00000000000000     
           6           7  0.000000000000000E+000
           6         204  0.000000000000000E+000
           6         205  0.000000000000000E+000
           7           6  0.000000000000000E+000
           7           7   1.00000000000000     
           7           8  0.000000000000000E+000
           7         204  0.000000000000000E+000
           7         321  0.000000000000000E+000
           8           7  0.000000000000000E+000
           8           8   1.00000000000000     
           8           9  0.000000000000000E+000
           8         310  0.000000000000000E+000
           8         321  0.000000000000000E+000
           9           8  0.000000000000000E+000
           9           9   1.00000000000000     
           9          10  0.000000000000000E+000
           9         310  0.000000000000000E+000
           9         664  0.000000000000000E+000
          10           9  0.000000000000000E+000
          10          10   1.00000000000000     
          10          11  0.000000000000000E+000
          10         664  0.000000000000000E+000
          10         667  0.000000000000000E+000
          11          10  0.000000000000000E+000
          11          11   1.00000000000000     
          11          12  0.000000000000000E+000
          11         667  0.000000000000000E+000
          11        1013  0.000000000000000E+000
          12          11  0.000000000000000E+000
          12          12   1.00000000000000     
          12          13  0.000000000000000E+000
          12        1013  0.000000000000000E+000
          12        1050  0.000000000000000E+000
          13          12  0.000000000000000E+000
          13          13   1.00000000000000     
          13          14  0.000000000000000E+000
          13         595  0.000000000000000E+000
          13        1050  0.000000000000000E+000
          14          13  0.000000000000000E+000
          14          14   1.00000000000000     
          14          15  0.000000000000000E+000
          14         595  0.000000000000000E+000
          14         663  0.000000000000000E+000
          15          14  0.000000000000000E+000
          15          15   1.00000000000000     
          15          16  0.000000000000000E+000
          15         663  0.000000000000000E+000
          15         706  0.000000000000000E+000
          16          15  0.000000000000000E+000
          16          16   1.00000000000000     
          16          17  0.000000000000000E+000
          16         279  0.000000000000000E+000
          16         590  0.000000000000000E+000
          16         706  0.000000000000000E+000
          17          16  0.000000000000000E+000
          17          17   1.00000000000000     
          17          18  0.000000000000000E+000
          17         250  0.000000000000000E+000
          17         590  0.000000000000000E+000
          18          17  0.000000000000000E+000
          18          18   1.00000000000000     
          18          19  0.000000000000000E+000
          18         250  0.000000000000000E+000
          18         582  0.000000000000000E+000
          19          18  0.000000000000000E+000
          19          19   1.00000000000000     
          19          20  0.000000000000000E+000
          19         582  0.000000000000000E+000
