0 4.000000 0.000000
1 8.500000 0.000000
2 16.375000 0.000000
3 20.009152 0.000000
4 20.085536 0.000000
5 20.085537 0.000000
6 20.085537 0.000000
7 20.085537 0.000000
8 20.085537 0.000000
9 20.085537 0.000000
10 20.085537 0.000000
11 20.085537 0.000000
12 20.085537 0.000000
13 20.085537 0.000000
14 20.085537 0.000000
15 20.085537 0.000000
16 20.085537 0.000000
17 20.085537 0.000000
18 20.085537 0.010000
19 20.085537 0.000000
20 20.085537 0.020000
21 20.085537 0.050000
22 20.085537 0.070000
23 20.085537 0.160000
24 20.085537 0.330000
